,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,TimelyFixes,TimelyReplacements,Reliability,Options,RespectfulResponse,CourteousExchange,ActiveListening,Contract,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Churn
7853,-0.5961457941207148,-0.9723379092716081,0.2377831905716679,-1.1247211471686442,0.9959982997833313,-1.3272756113296431,0.005867974104602262,0.9466579047036832,1.0358675885933757,-1.808343593127037,0.9788641166167311,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,2,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9565,-0.5537399616248782,0.4249000692764709,-0.5352440869695154,-1.010247709347715,-0.8054712903969822,1.6471966252158718,0.005867974104602262,-0.6258635316811727,1.0013433861504835,0.2874222550584258,0.9608277963740569,0.49067915569344955,0.4783542977305066,1.4718964368813727,-1.45988609539888,1.4706742426431563,-0.48116458471979834,-0.4954056262379492,1.462596279828045,2,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
9438,0.36255861504986425,-0.04084592357288879,-1.115014545125403,-0.9356824132289593,0.7488302765707556,2.638687370731043,0.005867974104602262,-0.6258635316811727,0.7610517149697407,-0.5283305992571172,0.8959026682858406,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-0.4954056262379492,1.462596279828045,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
8995,-0.6626647470553603,1.3563920549751902,1.397324106883443,-0.23625388566926644,0.47441980340053785,0.6557058797007002,1.0175876473118841,-0.6258635316811727,0.7480385776257581,1.106344578373327,0.7740354626658793,1.4543067198989672,0.4783542977305066,0.4990633655784165,-0.48500389479862627,2.446504806403462,0.48638937610826977,-0.4954056262379492,-2.4262531746469485,2,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1355,-0.4549316002865401,0.8906460621258305,-0.970071930586431,-1.1677244882379179,-0.46678692913425135,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,-0.5914921789149828,-2.098888723147091,-0.7300037720892563,-1.436575972717586,-0.48821328709573447,1.4718964368813727,-1.45988609539888,-0.48098688487745467,-1.4487185455478664,0.47693122604458105,-1.4540408110282002,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
6511,-0.6569136292495524,2.7536300335232693,-1.211642954818051,0.06499504567420418,0.5319827943681459,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,0.681809200487425,-0.5856069328641963,0.6292357746311865,1.4543067198989672,0.4783542977305066,0.4990633655784165,1.4647605064018812,-1.45681744863776,-0.48116458471979834,1.4492680783271112,1.462596279828045,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
7880,-0.6733354957552931,-0.04084592357288879,-1.5015281838959946,-0.4003771158126984,-1.1238090800019205,0.986202794872424,0.005867974104602262,-0.6258635316811727,0.570073741682899,-0.06241399879220118,0.49812115078776226,0.49067915569344955,0.4783542977305066,0.4990633655784165,1.4647605064018812,0.4948436788828508,0.48638937610826977,-1.4677424785204796,1.462596279828045,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2846,-0.4693440400890467,0.4249000692764709,0.3827258051106398,1.00989862908914,-1.3108021033222463,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,-1.0022898510037126,-0.3529269217907562,-1.1552561614955077,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,1.453943336936338,0.47693122604458105,0.4903839162092966,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
2847,-0.6625954564793867,0.4249000692764709,1.107438877805499,0.5057176748961696,0.14713740379223836,0.986202794872424,0.005867974104602262,-0.6258635316811727,-1.0997012905245975,1.2227765707031957,-0.8474779064451224,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,0.47693122604458105,-0.4818284474094517,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
9374,-0.12982021781846,-0.9723379092716081,0.18946898572534393,0.0817870696466537,0.7138724368138359,-1.3272756113296431,1.0175876473118841,-0.6258635316811727,0.7983457804690228,-0.003915055909102388,0.8184292920356672,1.4543067198989672,0.4783542977305066,1.4718964368813727,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,2,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2574,0.9982303590315708,0.8906460621258305,1.107438877805499,-0.6828122849170102,0.576242114510257,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,-0.6705087407973606,-0.7602444418509184,-0.7191218290800798,1.4543067198989672,0.4783542977305066,1.4718964368813727,-0.48500389479862627,-0.48098688487745467,-0.48116458471979834,0.47693122604458105,0.4903839162092966,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6072,-0.5815254825902875,-0.9723379092716081,1.0591246729591752,0.01567044787732355,-1.3500517966730843,2.3081904555593193,-1.0058516991026796,-0.6258635316811727,1.2034193429695161,1.3975701079213336,1.3662214851744237,0.49067915569344955,-0.48821328709573447,2.444729508184329,0.4898783058016274,0.4948436788828508,1.453943336936338,0.47693122604458105,0.4903839162092966,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
7631,-0.6366807810652644,-0.04084592357288879,-0.7768151112011352,-0.1607378299832337,-0.9644970338033496,-1.3272756113296431,-1.0058516991026796,2.519179341088539,1.16613624497824,-0.06241399879220118,1.0666026328872287,0.49067915569344955,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,-1.45681744863776,-0.48116458471979834,-0.4954056262379492,2.4348086434467935,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3439,0.9220800160365963,-0.9723379092716081,0.5759826244959356,-0.7609994040348709,1.798267784813194,-0.3357848658144715,2.0293073205191656,-0.6258635316811727,-0.7762132047684276,-0.3526055502096308,-0.9423829975401067,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,-1.45681744863776,1.453943336936338,-0.4954056262379492,1.462596279828045,2,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3262,0.6815724268322685,-0.04084592357288879,-1.6464707984349665,-0.4783018096863275,-0.5441309429342082,0.3252089645289763,0.005867974104602262,0.9466579047036832,-0.22522602480759915,-0.7605751285503369,-0.10717634435596991,0.49067915569344955,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-1.4487185455478664,-1.4677424785204796,-0.4818284474094517,2,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
8887,0.16085374839074632,0.4249000692764709,-1.5981565935886426,0.07677510211053784,0.7396396881121211,1.316699710044148,-1.0058516991026796,0.9466579047036832,0.8830183459840594,1.1644662589655397,1.1834197182446562,-1.436575972717586,-0.48821328709573447,-2.4194358483304526,1.4647605064018812,0.4948436788828508,-1.4487185455478664,0.47693122604458105,-1.4540408110282002,2,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2421,-0.6730583334513986,0.4249000692764709,-0.4869298821231915,-0.187893523330583,0.07856586884273414,0.986202794872424,-1.0058516991026796,-0.6258635316811727,-0.885276373518823,0.5200929510135721,-0.8632968177714322,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,1.4706742426431563,-1.4487185455478664,-1.4677424785204796,1.462596279828045,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
729,-0.5070381134186791,-0.04084592357288879,0.6242968293422596,-0.5215438158763684,-0.6487209182694808,-1.657772526501367,0.005867974104602262,0.9466579047036832,-0.1776640497286038,1.164975772648398,-0.12762753683481576,-0.47294840851206826,-1.4547808719219755,1.4718964368813727,-0.48500389479862627,1.4706742426431563,-1.4487185455478664,-1.4677424785204796,0.4903839162092966,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
5196,2.855841410307521,-0.5065919164222484,-1.1633287499717269,-0.07007841919020125,0.3123831761700618,1.6471966252158718,2.0293073205191656,-0.6258635316811727,0.908308284875903,1.6305808056941924,0.9735288631351751,1.4543067198989672,2.4114894673829887,2.444729508184329,1.4647605064018812,0.4948436788828508,1.453943336936338,0.47693122604458105,1.462596279828045,2,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
4347,-0.3954802861012007,0.8906460621258305,-0.2453588578915717,-0.5894793282911907,0.5127380045682921,-0.6662817809861953,0.005867974104602262,-0.6258635316811727,-0.8819297708172945,-0.2948378441125705,-0.8878078192024617,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,2,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
232,-0.6214368543510748,-0.5065919164222484,0.4793542148032877,-1.0247754290168956,0.7448837774001122,0.986202794872424,1.0175876473118841,-0.6258635316811727,-0.7263595658660771,1.1059386255180972,-0.5539981432551361,-0.47294840851206826,0.4783542977305066,1.4718964368813727,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,-2.4262531746469485,2,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
9415,-0.6285044931003808,-0.9723379092716081,0.7209252390349075,-0.9031374273997339,0.5991933829462613,0.3252089645289763,0.005867974104602262,-0.6258635316811727,1.3758565548773944,0.17053149315260288,1.1833136636369401,0.49067915569344955,0.4783542977305066,-0.4737697057245398,-1.45988609539888,0.4948436788828508,-1.4487185455478664,-2.4400793308030098,0.4903839162092966,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
6513,-0.5867222757883066,-0.9723379092716081,1.5422667214224148,0.7745283636516493,-1.0163511067700897,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,0.7463957205644582,-1.575012222406925,0.5427891422260372,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,0.47693122604458105,0.4903839162092966,2,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
286,-0.31932994310622626,-0.04084592357288879,0.3344116002643158,-1.012685427089402,0.313622806773796,1.316699710044148,0.005867974104602262,0.9466579047036832,-1.1567275872331966,-0.29522481741427764,-1.0983009489695548,-0.47294840851206826,-0.48821328709573447,1.4718964368813727,1.4647605064018812,-1.45681744863776,0.48638937610826977,0.47693122604458105,1.462596279828045,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
1598,0.41778320410081476,-0.5065919164222484,1.6388951311150628,0.24497372537114553,0.21503843910871553,-0.9967786961579193,0.005867974104602262,2.519179341088539,-1.0868324133516958,-1.2844669060845046,-1.1121726035368558,-1.436575972717586,-0.48821328709573447,-2.4194358483304526,-0.48500389479862627,1.4706742426431563,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,2,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9961,-0.5035735846199997,-0.9723379092716081,-1.1633287499717269,-0.7788223336627009,-0.11678370123405674,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0.7651342752774591,-0.5857117279449975,0.6122838236138585,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,2.446504806403462,-1.4487185455478664,-1.4677424785204796,-0.4818284474094517,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
9006,-0.5617776684378145,0.8906460621258305,-0.3903014724305436,-0.800595472473634,-0.34758273194217226,-0.3357848658144715,1.0175876473118841,0.9466579047036832,0.8965522508633572,0.46146126769479134,0.8800321558503271,1.4543067198989672,0.4783542977305066,0.4990633655784165,0.4898783058016274,0.4948436788828508,1.453943336936338,0.47693122604458105,0.4903839162092966,2,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4392,-0.6416004119593892,-0.5065919164222484,-1.115014545125403,1.2258412699931955,-0.03549790285051674,-1.657772526501367,-1.0058516991026796,0.9466579047036832,-1.1459354256274177,0.46258141066958264,-1.2350210343739152,0.49067915569344955,1.4449218825567476,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,-1.4540408110282002,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
547,0.5981465733600673,0.4249000692764709,0.3827258051106398,0.9651015760126727,2.7908895960603735,-0.9967786961579193,-1.0058516991026796,0.9466579047036832,-0.7399224563562748,0.40867479781737753,-0.663508558135741,-0.47294840851206826,-1.4547808719219755,-1.446602777027496,0.4898783058016274,-2.4326480123980656,1.453943336936338,2.4216049306096417,-0.4818284474094517,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
74,1.7047170716582853,-0.5065919164222484,0.8175536487275554,-1.358135989907901,0.9816236347311416,1.316699710044148,-1.0058516991026796,-0.6258635316811727,-1.215788277635197,0.9860394995838015,-1.2555429575499903,0.49067915569344955,0.4783542977305066,0.4990633655784165,1.4647605064018812,-1.45681744863776,-0.48116458471979834,0.47693122604458105,0.4903839162092966,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
7523,-0.67520634130658,-0.5065919164222484,0.18946898572534393,1.5191780802230814,0.5753280962065098,0.3252089645289763,2.0293073205191656,0.9466579047036832,0.9806692553694044,1.1644662589655397,1.1965489911986213,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,1.4706742426431563,-0.48116458471979834,-0.4954056262379492,-1.4540408110282002,2,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
5061,0.06821224831405769,-0.9723379092716081,0.3344116002643158,-0.7320538995961201,-2.342010995055468,2.638687370731043,0.005867974104602262,-0.6258635316811727,0.6308961373743164,-0.0035936843279776674,0.6848906232797835,0.49067915569344955,1.4449218825567476,-0.4737697057245398,1.4647605064018812,-1.45681744863776,0.48638937610826977,0.47693122604458105,0.4903839162092966,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9328,0.7918137332062488,0.8906460621258305,-0.9217577257401072,0.125376966599656,-1.0489946656233666,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,0.38604841209194446,-0.003528478499923079,0.39235802266227915,1.4543067198989672,0.4783542977305066,1.4718964368813727,0.4898783058016274,-1.45681744863776,0.48638937610826977,0.47693122604458105,-0.4818284474094517,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3579,-0.6690394800449305,0.4249000692764709,0.2377831905716679,-0.3713738068944748,0.3536652161021727,0.6557058797007002,0.005867974104602262,0.9466579047036832,-0.8014736448456349,-0.3529269217907562,-0.9516488535568066,-0.47294840851206826,-1.4547808719219755,-0.4737697057245398,-1.45988609539888,-0.48098688487745467,-1.4487185455478664,-0.4954056262379492,0.4903839162092966,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3840,-0.655458527154107,-0.5065919164222484,-1.6464707984349665,-0.02280712161507911,1.2771899822806145,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,-0.9149139838601836,0.521213093988364,-0.9173909413157291,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-2.4162725063759347,-0.4954056262379492,-1.4540408110282002,2,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
676,-0.6728504617234778,-0.9723379092716081,0.9624962632665273,0.536573564187185,0.6974788935089082,0.3252089645289763,0.005867974104602262,0.9466579047036832,-0.9366662456387795,-1.0505961434396083,-1.1537009860800227,0.49067915569344955,-0.48821328709573447,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8804,-0.6611403543839414,-0.5065919164222484,-0.3903014724305436,-0.6983382844003964,0.40958162997847175,-0.0052879506427475865,1.0175876473118841,0.9466579047036832,0.9075674108006072,0.46146126769479134,0.8486897245843448,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,0.4898783058016274,1.4706742426431563,0.48638937610826977,0.47693122604458105,-0.4818284474094517,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4042,2.200213980445421,0.4249000692764709,0.2377831905716679,-0.2791249502302988,2.304059303287883,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,-0.8147102924389793,0.2874222550584258,-0.8422353631669441,-0.47294840851206826,-1.4547808719219755,-0.4737697057245398,0.4898783058016274,-1.45681744863776,0.48638937610826977,-0.4954056262379492,0.4903839162092966,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
5842,1.3346361053833458,0.4249000692764709,0.14115478087901998,0.7968210335204192,-0.10950482238204652,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,1.0334471730334498,0.9857184540318163,0.9490791393370028,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,1.4647605064018812,0.4948436788828508,-0.48116458471979834,0.47693122604458105,0.4903839162092966,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
7271,-0.26174947447217367,-0.5065919164222484,0.09284057603269602,-1.3044157692701404,0.5403937789794663,0.986202794872424,2.0293073205191656,2.519179341088539,1.0850341706040252,-0.06189235216776646,1.0092293974682607,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,-1.45681744863776,-0.48116458471979834,0.47693122604458105,-0.4818284474094517,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5809,-0.4832714458597381,0.4249000692764709,1.349009902037119,-0.8703732810287041,2.150749534641347,-1.3272756113296431,1.0175876473118841,-0.6258635316811727,1.3533160567856541,-0.23508834659857128,1.2272687078497149,0.49067915569344955,0.4783542977305066,0.4990633655784165,0.4898783058016274,-1.45681744863776,-0.48116458471979834,0.47693122604458105,-1.4540408110282002,2,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
558,1.8379628492554971,0.4249000692764709,1.4456383117297669,-1.028027728901826,-0.33282590676421,1.316699710044148,-1.0058516991026796,-0.6258635316811727,-0.9701051236847487,-0.2955197573472451,-1.0747605136609628,0.49067915569344955,-0.48821328709573447,0.4990633655784165,0.4898783058016274,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,1.462596279828045,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
9243,-0.5642028385968901,0.4249000692764709,-0.5352440869695154,-0.8602046574434361,0.35827563195783907,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,1.362632765741712,-0.992754452015502,1.2760287247258046,0.49067915569344955,0.4783542977305066,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,0.47693122604458105,0.4903839162092966,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
7320,-0.46303859767545,-0.04084592357288879,-0.9217577257401072,0.096656296762044,-0.9725410669486071,-0.0052879506427475865,-1.0058516991026796,2.519179341088539,1.3898185707588542,-0.527243059196353,1.3630528591100477,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,0.4948436788828508,-1.4487185455478664,-0.4954056262379492,-1.4540408110282002,2,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2454,-0.5787538595513438,-0.5065919164222484,-1.4048997742033467,0.5109832019588066,1.0207608030197766,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,-1.1949255442161513,1.6299008020587678,-1.1550961805298603,-1.436575972717586,-1.4547808719219755,-1.446602777027496,0.4898783058016274,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
6502,-0.5442471527164965,-0.9723379092716081,1.5905809262687387,-0.5793603527251016,-0.604673566364804,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,1.28688775174349,-0.4106317508393353,1.2997534162837385,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,1.4647605064018812,-0.48098688487745467,-0.48116458471979834,0.47693122604458105,1.462596279828045,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
9940,-0.552076987801512,2.2878840406739096,1.300695697190795,-1.2249296451933331,1.5173113276146692,-1.657772526501367,0.005867974104602262,-0.6258635316811727,0.5906185315074943,0.8728331929921934,0.8208726456056111,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,1.4706742426431563,-1.4487185455478664,-1.4677424785204796,-1.4540408110282002,2,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3572,-0.6596159617125223,-0.9723379092716081,1.397324106883443,1.3313202598824392,-1.6472915571600932,0.986202794872424,0.005867974104602262,-0.6258635316811727,-1.1061684139867605,-0.8186828364651095,-1.1427959651682889,0.49067915569344955,1.4449218825567476,-0.4737697057245398,0.4898783058016274,-1.45681744863776,1.453943336936338,2.4216049306096417,0.4903839162092966,2,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
9909,-0.5436928281087078,-0.5065919164222484,-0.7768151112011352,-0.34683988358848306,-1.38499619498436,0.6557058797007002,1.0175876473118841,-0.6258635316811727,0.998618905885842,-0.7608965001314624,1.028166180359757,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
464,1.7441434093872574,0.8906460621258305,-0.8251293160474592,-1.1296221159190245,-0.04107380396926185,-0.6662817809861953,1.0175876473118841,0.9466579047036832,-1.185517441389663,0.22889606545431848,-1.2118396170843875,-0.47294840851206826,0.4783542977305066,-1.446602777027496,0.4898783058016274,-1.45681744863776,-0.48116458471979834,-0.4954056262379492,-1.4540408110282002,2,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3697,-0.49477368147135387,-0.5065919164222484,-1.3565855693570228,-1.0526066900537874,-1.6610525731736048,-0.0052879506427475865,-1.0058516991026796,2.519179341088539,-0.9140244811419108,-1.05220586574411,-0.8145087355445443,1.4543067198989672,0.4783542977305066,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,1.462596279828045,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
190,-0.49248709246422545,-0.9723379092716081,-0.3419872675842196,-0.22349150771060605,-0.3510068945188985,0.6557058797007002,0.005867974104602262,-0.6258635316811727,-1.2524823098638198,-1.2851524289275182,-1.2168018472375772,0.49067915569344955,0.4783542977305066,1.4718964368813727,0.4898783058016274,1.4706742426431563,0.48638937610826977,0.47693122604458105,-0.4818284474094517,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
6558,-0.6256635794854637,-0.9723379092716081,0.6726110341885836,1.5158619471706356,0.5218109803775476,0.3252089645289763,0.005867974104602262,-0.6258635316811727,0.7280898151327942,-0.9348889371763602,0.8103110186395288,0.49067915569344955,0.4783542977305066,0.4990633655784165,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,0.47693122604458105,0.4903839162092966,2,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1692,-0.2642439352072229,0.8906460621258305,-0.7285009063548112,1.1857182232937185,0.4757358318209472,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,-0.9532358340493005,-0.7605099227222823,-0.974450869249643,1.4543067198989672,1.4449218825567476,1.4718964368813727,-1.45988609539888,-0.48098688487745467,-0.48116458471979834,1.4492680783271112,1.462596279828045,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
2453,-0.6538648439067145,-0.04084592357288879,-1.211642954818051,-0.5579858165824338,-0.3394274708342161,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,-1.1016890946221798,1.3385891076665468,-1.038670589975386,0.49067915569344955,1.4449218825567476,0.4990633655784165,1.4647605064018812,-0.48098688487745467,0.48638937610826977,1.4492680783271112,0.4903839162092966,2,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
